id,visitors
air_04341b588bde96cd_2017-05-14,37.2376
air_04341b588bde96cd_2017-05-15,30.8903
air_04341b588bde96cd_2017-05-16,28.0710
air_04341b588bde96cd_2017-05-17,29.9375
air_04341b588bde96cd_2017-05-18,23.0440
air_04341b588bde96cd_2017-05-19,45.5364
air_04341b588bde96cd_2017-05-20,50.4951
air_04341b588bde96cd_2017-05-21,38.7213
air_04341b588bde96cd_2017-05-22,31.3689
air_04341b588bde96cd_2017-05-23,27.6385
air_04341b588bde96cd_2017-05-24,30.6739
air_04341b588bde96cd_2017-05-25,26.2080
air_04341b588bde96cd_2017-05-26,47.1986
air_04341b588bde96cd_2017-05-27,50.4668
air_04341b588bde96cd_2017-05-28,40.0479
air_04341b588bde96cd_2017-05-29,33.4001
air_04341b588bde96cd_2017-05-30,25.5395
air_04341b588bde96cd_2017-05-31,30.1223
air_049f6d5b402a31b2_2017-04-23,2.6758
air_049f6d5b402a31b2_2017-04-24,9.0897
air_049f6d5b402a31b2_2017-04-25,7.9310
air_049f6d5b402a31b2_2017-04-26,10.3103
air_049f6d5b402a31b2_2017-04-27,8.7539
air_049f6d5b402a31b2_2017-04-28,12.9338
air_049f6d5b402a31b2_2017-04-29,19.5989
air_049f6d5b402a31b2_2017-04-30,2.6004
air_049f6d5b402a31b2_2017-05-01,8.8153
air_049f6d5b402a31b2_2017-05-02,10.0514
air_049f6d5b402a31b2_2017-05-03,13.3075
air_049f6d5b402a31b2_2017-05-04,9.6886
air_049f6d5b402a31b2_2017-05-05,10.7095
air_049f6d5b402a31b2_2017-05-06,16.8966
air_049f6d5b402a31b2_2017-05-07,2.5267
air_049f6d5b402a31b2_2017-05-08,9.3418
air_049f6d5b402a31b2_2017-05-09,7.9986
air_049f6d5b402a31b2_2017-05-10,10.2318
air_049f6d5b402a31b2_2017-05-11,8.0554
air_049f6d5b402a31b2_2017-05-12,12.7525
air_049f6d5b402a31b2_2017-05-13,20.3368
air_049f6d5b402a31b2_2017-05-14,2.4237
air_049f6d5b402a31b2_2017-05-15,9.1968
air_049f6d5b402a31b2_2017-05-16,8.3918
air_049f6d5b402a31b2_2017-05-17,10.2292
air_049f6d5b402a31b2_2017-05-18,8.5452
air_049f6d5b402a31b2_2017-05-19,12.4505
air_049f6d5b402a31b2_2017-05-20,19.9591
air_049f6d5b402a31b2_2017-05-21,2.4394
air_049f6d5b402a31b2_2017-05-22,9.2875
air_049f6d5b402a31b2_2017-05-23,7.9598
air_049f6d5b402a31b2_2017-05-24,10.6224
air_049f6d5b402a31b2_2017-05-25,8.9922
air_049f6d5b402a31b2_2017-05-26,12.4881
air_049f6d5b402a31b2_2017-05-27,20.2015
air_049f6d5b402a31b2_2017-05-28,2.4010
air_049f6d5b402a31b2_2017-05-29,9.8019
air_049f6d5b402a31b2_2017-05-30,7.6057
air_049f6d5b402a31b2_2017-05-31,10.5193
air_04cae7c1bc9b2a0b_2017-04-23,21.6985
air_04cae7c1bc9b2a0b_2017-04-24,11.2579
air_04cae7c1bc9b2a0b_2017-04-25,19.4092
air_04cae7c1bc9b2a0b_2017-04-26,15.4013
air_04cae7c1bc9b2a0b_2017-04-27,12.9275
air_04cae7c1bc9b2a0b_2017-04-28,31.6471
air_04cae7c1bc9b2a0b_2017-04-29,30.7661
air_04cae7c1bc9b2a0b_2017-04-30,15.6239
air_04cae7c1bc9b2a0b_2017-05-01,11.1244
air_04cae7c1bc9b2a0b_2017-05-02,17.2309
air_04cae7c1bc9b2a0b_2017-05-03,21.2836
air_04cae7c1bc9b2a0b_2017-05-04,17.4069
air_04cae7c1bc9b2a0b_2017-05-05,26.3383
air_04cae7c1bc9b2a0b_2017-05-06,30.7127
air_04cae7c1bc9b2a0b_2017-05-07,15.2870
air_04cae7c1bc9b2a0b_2017-05-08,14.2085
air_04cae7c1bc9b2a0b_2017-05-09,12.0821
air_04cae7c1bc9b2a0b_2017-05-10,15.5823
air_04cae7c1bc9b2a0b_2017-05-11,12.7439
air_04cae7c1bc9b2a0b_2017-05-12,32.2452
air_04cae7c1bc9b2a0b_2017-05-13,34.2138
air_04cae7c1bc9b2a0b_2017-05-14,15.2443
air_04cae7c1bc9b2a0b_2017-05-15,12.4112
air_04cae7c1bc9b2a0b_2017-05-16,12.4636
air_04cae7c1bc9b2a0b_2017-05-17,16.2201
air_04cae7c1bc9b2a0b_2017-05-18,12.6089
air_04cae7c1bc9b2a0b_2017-05-19,31.4250
air_04cae7c1bc9b2a0b_2017-05-20,37.8040
air_04cae7c1bc9b2a0b_2017-05-21,15.4063
air_04cae7c1bc9b2a0b_2017-05-22,11.3895
air_04cae7c1bc9b2a0b_2017-05-23,11.5125
air_04cae7c1bc9b2a0b_2017-05-24,16.6581
air_04cae7c1bc9b2a0b_2017-05-25,13.5269
air_04cae7c1bc9b2a0b_2017-05-26,32.0887
air_04cae7c1bc9b2a0b_2017-05-27,34.0559
air_04cae7c1bc9b2a0b_2017-05-28,16.6528
air_04cae7c1bc9b2a0b_2017-05-29,12.0800
air_04cae7c1bc9b2a0b_2017-05-30,10.6914
air_04cae7c1bc9b2a0b_2017-05-31,16.5012
air_0585011fa179bcce_2017-04-23,4.3374
air_0585011fa179bcce_2017-04-24,3.7237
air_0585011fa179bcce_2017-04-25,3.6467
air_0585011fa179bcce_2017-04-26,4.7755
air_0585011fa179bcce_2017-04-27,5.1180
air_0585011fa179bcce_2017-04-28,4.3838
air_0585011fa179bcce_2017-04-29,6.9154
air_0585011fa179bcce_2017-04-30,4.8400
air_0585011fa179bcce_2017-05-01,3.7265
air_0585011fa179bcce_2017-05-02,3.5008
air_0585011fa179bcce_2017-05-03,6.1254
air_0585011fa179bcce_2017-05-04,6.1867
air_0585011fa179bcce_2017-05-05,6.2688
air_0585011fa179bcce_2017-05-06,6.5580
air_0585011fa179bcce_2017-05-07,4.2691
air_0585011fa179bcce_2017-05-08,3.7402
air_0585011fa179bcce_2017-05-09,3.5389
air_0585011fa179bcce_2017-05-10,4.7935
air_0585011fa179bcce_2017-05-11,5.1081
air_0585011fa179bcce_2017-05-12,4.8113
air_0585011fa179bcce_2017-05-13,6.4581
air_0585011fa179bcce_2017-05-14,4.3083
air_0585011fa179bcce_2017-05-15,3.9336
air_0585011fa179bcce_2017-05-16,3.6126
air_0585011fa179bcce_2017-05-17,4.7685
air_0585011fa179bcce_2017-05-18,5.2163
air_0585011fa179bcce_2017-05-19,4.6652
air_0585011fa179bcce_2017-05-20,6.4996
air_0585011fa179bcce_2017-05-21,4.3927
air_0585011fa179bcce_2017-05-22,3.9126
air_0585011fa179bcce_2017-05-23,3.4813
air_0585011fa179bcce_2017-05-24,4.9397
air_0585011fa179bcce_2017-05-25,5.2074
air_0585011fa179bcce_2017-05-26,4.6485
air_0585011fa179bcce_2017-05-27,6.5898
air_0585011fa179bcce_2017-05-28,4.4185
air_0585011fa179bcce_2017-05-29,3.9834
air_0585011fa179bcce_2017-05-30,3.4657
air_0585011fa179bcce_2017-05-31,4.7948
air_05c325d315cc17f5_2017-04-23,30.9722
air_05c325d315cc17f5_2017-04-24,19.6988
air_05c325d315cc17f5_2017-04-25,19.5738
air_05c325d315cc17f5_2017-04-26,22.8825
air_05c325d315cc17f5_2017-04-27,23.6343
air_05c325d315cc17f5_2017-04-28,23.8908
air_05c325d315cc17f5_2017-04-29,33.1226
air_05c325d315cc17f5_2017-04-30,33.6562
air_05c325d315cc17f5_2017-05-01,18.9284
air_05c325d315cc17f5_2017-05-02,21.8955
air_05c325d315cc17f5_2017-05-03,32.2534
air_05c325d315cc17f5_2017-05-04,35.3291
air_05c325d315cc17f5_2017-05-05,33.4731
air_05c325d315cc17f5_2017-05-06,35.4769
air_05c325d315cc17f5_2017-05-07,29.4219
air_05c325d315cc17f5_2017-05-08,20.8677
air_05c325d315cc17f5_2017-05-09,19.5048
air_05c325d315cc17f5_2017-05-10,22.7146
air_05c325d315cc17f5_2017-05-11,22.8126
air_05c325d315cc17f5_2017-05-12,24.8906
air_05c325d315cc17f5_2017-05-13,34.5834
air_05c325d315cc17f5_2017-05-14,30.9666
air_05c325d315cc17f5_2017-05-15,20.5746
air_05c325d315cc17f5_2017-05-16,20.0445
air_05c325d315cc17f5_2017-05-17,23.5532
air_05c325d315cc17f5_2017-05-18,22.5782
air_05c325d315cc17f5_2017-05-19,24.3731
air_05c325d315cc17f5_2017-05-20,34.6134
air_05c325d315cc17f5_2017-05-21,32.0307
air_05c325d315cc17f5_2017-05-22,20.8595
air_05c325d315cc17f5_2017-05-23,19.9420
air_05c325d315cc17f5_2017-05-24,24.3106
air_05c325d315cc17f5_2017-05-25,25.3418
air_05c325d315cc17f5_2017-05-26,25.3212
air_05c325d315cc17f5_2017-05-27,34.7968
air_05c325d315cc17f5_2017-05-28,33.1123
air_05c325d315cc17f5_2017-05-29,22.0064
air_05c325d315cc17f5_2017-05-30,19.0598
air_05c325d315cc17f5_2017-05-31,24.2446
air_0647f17b4dc041c8_2017-04-23,48.4079
air_0647f17b4dc041c8_2017-04-24,26.3105
air_0647f17b4dc041c8_2017-04-25,2.1700
air_0647f17b4dc041c8_2017-04-26,27.7851
air_0647f17b4dc041c8_2017-04-27,29.7053
air_0647f17b4dc041c8_2017-04-28,32.4595
air_0647f17b4dc041c8_2017-04-29,53.9845
air_0647f17b4dc041c8_2017-04-30,47.2037
air_0647f17b4dc041c8_2017-05-01,25.2271
air_0647f17b4dc041c8_2017-05-02,2.8336
air_0647f17b4dc041c8_2017-05-03,39.2723
air_0647f17b4dc041c8_2017-05-04,39.8532
air_0647f17b4dc041c8_2017-05-05,37.8612
air_0647f17b4dc041c8_2017-05-06,42.5099
air_0647f17b4dc041c8_2017-05-07,42.7786
air_0647f17b4dc041c8_2017-05-08,26.1922
air_0647f17b4dc041c8_2017-05-09,2.0089
air_0647f17b4dc041c8_2017-05-10,27.1914
air_0647f17b4dc041c8_2017-05-11,27.5155
air_0647f17b4dc041c8_2017-05-12,32.7291
air_0647f17b4dc041c8_2017-05-13,51.4777
air_0647f17b4dc041c8_2017-05-14,46.8198
air_0647f17b4dc041c8_2017-05-15,26.1614
air_0647f17b4dc041c8_2017-05-16,1.9318
air_0647f17b4dc041c8_2017-05-17,28.2627
air_0647f17b4dc041c8_2017-05-18,28.1527
air_0647f17b4dc041c8_2017-05-19,32.5762
air_0647f17b4dc041c8_2017-05-20,53.0741
air_0647f17b4dc041c8_2017-05-21,48.1048
air_0647f17b4dc041c8_2017-05-22,26.3273
air_0647f17b4dc041c8_2017-05-23,1.8189
air_0647f17b4dc041c8_2017-05-24,29.0568
air_0647f17b4dc041c8_2017-05-25,29.2088
air_0647f17b4dc041c8_2017-05-26,34.4219
air_0647f17b4dc041c8_2017-05-27,53.6131
air_0647f17b4dc041c8_2017-05-28,49.6630
air_0647f17b4dc041c8_2017-05-29,28.8373
air_0647f17b4dc041c8_2017-05-30,1.9240
air_0647f17b4dc041c8_2017-05-31,29.3322
air_064e203265ee5753_2017-04-23,22.3637
air_064e203265ee5753_2017-04-24,13.8153
air_064e203265ee5753_2017-04-25,13.8799
air_064e203265ee5753_2017-04-26,9.7862
air_064e203265ee5753_2017-04-27,18.1324
air_064e203265ee5753_2017-04-28,18.2051
air_064e203265ee5753_2017-04-29,26.5315
